Measurement	Count	Measurement_type	source_file
5'UTR_Exons	3789730	Tag count	THR24_2147_S02
3'UTR_Exons	19936736	Tag count	THR24_2147_S02
Introns	22648079	Tag count	THR24_2147_S02
TSS_up_1kb	186013	Tag count	THR24_2147_S02
TSS_up_5kb	529766	Tag count	THR24_2147_S02
TSS_up_10kb	815027	Tag count	THR24_2147_S02
TES_down_1kb	299653	Tag count	THR24_2147_S02
TES_down_5kb	944841	Tag count	THR24_2147_S02
TES_down_10kb	1488692	Tag count	THR24_2147_S02
CDS_Exons	50889088	Tag count	THR24_2147_S03
5'UTR_Exons	2903492	Tag count	THR24_2147_S03
3'UTR_Exons	20937192	Tag count	THR24_2147_S03
Introns	16661350	Tag count	THR24_2147_S03
TSS_up_1kb	108984	Tag count	THR24_2147_S03
TSS_up_5kb	352932	Tag count	THR24_2147_S03
TSS_up_10kb	599194	Tag count	THR24_2147_S03
TES_down_1kb	284419	Tag count	THR24_2147_S03
TES_down_5kb	845008	Tag count	THR24_2147_S03
TES_down_10kb	1238499	Tag count	THR24_2147_S03
CDS_Exons	32830047	Tag count	THR24_2148_S01
5'UTR_Exons	1643211	Tag count	THR24_2148_S01
3'UTR_Exons	26970852	Tag count	THR24_2148_S01
Introns	21574174	Tag count	THR24_2148_S01
TSS_up_1kb	247835	Tag count	THR24_2148_S01
TSS_up_5kb	1069865	Tag count	THR24_2148_S01
TSS_up_10kb	1992956	Tag count	THR24_2148_S01
TES_down_1kb	445334	Tag count	THR24_2148_S01
TES_down_5kb	1554999	Tag count	THR24_2148_S01
TES_down_10kb	2533404	Tag count	THR24_2148_S01
CDS_Exons	45230102	Tag count	THR24_2149_S01
5'UTR_Exons	2273301	Tag count	THR24_2149_S01
3'UTR_Exons	19315442	Tag count	THR24_2149_S01
Introns	14033199	Tag count	THR24_2149_S01
TSS_up_1kb	95028	Tag count	THR24_2149_S01
TSS_up_5kb	299230	Tag count	THR24_2149_S01
TSS_up_10kb	533757	Tag count	THR24_2149_S01
TES_down_1kb	260332	Tag count	THR24_2149_S01
TES_down_5kb	746870	Tag count	THR24_2149_S01
TES_down_10kb	1044757	Tag count	THR24_2149_S01
CDS_Exons	73645134	Tag count	THR24_2150_S01
5'UTR_Exons	4156670	Tag count	THR24_2150_S01
3'UTR_Exons	20780094	Tag count	THR24_2150_S01
Introns	21295980	Tag count	THR24_2150_S01
TSS_up_1kb	164723	Tag count	THR24_2150_S01
TSS_up_5kb	454878	Tag count	THR24_2150_S01
TSS_up_10kb	730852	Tag count	THR24_2150_S01
TES_down_1kb	274506	Tag count	THR24_2150_S01
TES_down_5kb	804084	Tag count	THR24_2150_S01
TES_down_10kb	1129044	Tag count	THR24_2150_S01
CDS_Exons	53729158	Tag count	THR24_2151_S01
5'UTR_Exons	2740049	Tag count	THR24_2151_S01
3'UTR_Exons	15920499	Tag count	THR24_2151_S01
Introns	10417474	Tag count	THR24_2151_S01
TSS_up_1kb	87003	Tag count	THR24_2151_S01
TSS_up_5kb	201398	Tag count	THR24_2151_S01
TSS_up_10kb	320936	Tag count	THR24_2151_S01
TES_down_1kb	164919	Tag count	THR24_2151_S01
TES_down_5kb	459805	Tag count	THR24_2151_S01
TES_down_10kb	596759	Tag count	THR24_2151_S01
CDS_Exons	52496568	Tag count	THR24_2152_S01
5'UTR_Exons	2489610	Tag count	THR24_2152_S01
3'UTR_Exons	20901523	Tag count	THR24_2152_S01
Introns	8689853	Tag count	THR24_2152_S01
TSS_up_1kb	75004	Tag count	THR24_2152_S01
TSS_up_5kb	202118	Tag count	THR24_2152_S01
TSS_up_10kb	359704	Tag count	THR24_2152_S01
TES_down_1kb	209023	Tag count	THR24_2152_S01
TES_down_5kb	534189	Tag count	THR24_2152_S01
TES_down_10kb	712451	Tag count	THR24_2152_S01
CDS_Exons	30204821	Tag count	THR24_2153_S01
5'UTR_Exons	1581672	Tag count	THR24_2153_S01
3'UTR_Exons	15151450	Tag count	THR24_2153_S01
Introns	13727007	Tag count	THR24_2153_S01
TSS_up_1kb	112678	Tag count	THR24_2153_S01
TSS_up_5kb	330805	Tag count	THR24_2153_S01
TSS_up_10kb	598093	Tag count	THR24_2153_S01
TES_down_1kb	245478	Tag count	THR24_2153_S01
TES_down_5kb	709594	Tag count	THR24_2153_S01
TES_down_10kb	1057568	Tag count	THR24_2153_S01
CDS_Exons	44227703	Tag count	THR24_2154_S01
5'UTR_Exons	2416319	Tag count	THR24_2154_S01
3'UTR_Exons	24766961	Tag count	THR24_2154_S01
Introns	23985235	Tag count	THR24_2154_S01
TSS_up_1kb	125005	Tag count	THR24_2154_S01
TSS_up_5kb	380004	Tag count	THR24_2154_S01
TSS_up_10kb	689069	Tag count	THR24_2154_S01
TES_down_1kb	290336	Tag count	THR24_2154_S01
TES_down_5kb	818789	Tag count	THR24_2154_S01
TES_down_10kb	1191957	Tag count	THR24_2154_S01
CDS_Exons	75455685	Tag count	THR24_2155_S01
5'UTR_Exons	4065081	Tag count	THR24_2155_S01
3'UTR_Exons	22677388	Tag count	THR24_2155_S01
Introns	15817109	Tag count	THR24_2155_S01
TSS_up_1kb	173261	Tag count	THR24_2155_S01
TSS_up_5kb	445680	Tag count	THR24_2155_S01
TSS_up_10kb	697756	Tag count	THR24_2155_S01
TES_down_1kb	336118	Tag count	THR24_2155_S01
TES_down_5kb	959786	Tag count	THR24_2155_S01
TES_down_10kb	1327457	Tag count	THR24_2155_S01
CDS_Exons	89989884	Tag count	THR24_2156_S01
5'UTR_Exons	4761601	Tag count	THR24_2156_S01
3'UTR_Exons	22299811	Tag count	THR24_2156_S01
Introns	13291513	Tag count	THR24_2156_S01
TSS_up_1kb	157678	Tag count	THR24_2156_S01
TSS_up_5kb	355215	Tag count	THR24_2156_S01
TSS_up_10kb	551059	Tag count	THR24_2156_S01
TES_down_1kb	260026	Tag count	THR24_2156_S01
TES_down_5kb	726849	Tag count	THR24_2156_S01
TES_down_10kb	987502	Tag count	THR24_2156_S01
CDS_Exons	73610015	Tag count	THR24_2157_S01
5'UTR_Exons	3546960	Tag count	THR24_2157_S01
3'UTR_Exons	21221208	Tag count	THR24_2157_S01
Introns	7758446	Tag count	THR24_2157_S01
TSS_up_1kb	96948	Tag count	THR24_2157_S01
TSS_up_5kb	208986	Tag count	THR24_2157_S01
TSS_up_10kb	317923	Tag count	THR24_2157_S01
TES_down_1kb	191515	Tag count	THR24_2157_S01
TES_down_5kb	492257	Tag count	THR24_2157_S01
TES_down_10kb	634099	Tag count	THR24_2157_S01
CDS_Exons	91472687	Tag count	THR24_2157_S02
5'UTR_Exons	5121294	Tag count	THR24_2157_S02
3'UTR_Exons	28372025	Tag count	THR24_2157_S02
Introns	17706725	Tag count	THR24_2157_S02
TSS_up_1kb	197622	Tag count	THR24_2157_S02
TSS_up_5kb	515386	Tag count	THR24_2157_S02
TSS_up_10kb	792871	Tag count	THR24_2157_S02
TES_down_1kb	382958	Tag count	THR24_2157_S02
TES_down_5kb	1093721	Tag count	THR24_2157_S02
TES_down_10kb	1463589	Tag count	THR24_2157_S02
CDS_Exons	83793366	Tag count	THR24_2157_S03
5'UTR_Exons	3904747	Tag count	THR24_2157_S03
3'UTR_Exons	27513927	Tag count	THR24_2157_S03
Introns	20675174	Tag count	THR24_2157_S03
TSS_up_1kb	141599	Tag count	THR24_2157_S03
TSS_up_5kb	389038	Tag count	THR24_2157_S03
TSS_up_10kb	617624	Tag count	THR24_2157_S03
TES_down_1kb	287593	Tag count	THR24_2157_S03
TES_down_5kb	793696	Tag count	THR24_2157_S03
TES_down_10kb	1071811	Tag count	THR24_2157_S03
CDS_Exons	50643796	Tag count	THR24_2158_S01
5'UTR_Exons	2349328	Tag count	THR24_2158_S01
3'UTR_Exons	15375752	Tag count	THR24_2158_S01
Introns	11557124	Tag count	THR24_2158_S01
TSS_up_1kb	64784	Tag count	THR24_2158_S01
TSS_up_5kb	170940	Tag count	THR24_2158_S01
TSS_up_10kb	302274	Tag count	THR24_2158_S01
TES_down_1kb	177496	Tag count	THR24_2158_S01
TES_down_5kb	509335	Tag count	THR24_2158_S01
TES_down_10kb	717010	Tag count	THR24_2158_S01
CDS_Exons	56039779	Tag count	THR24_2159_S01
5'UTR_Exons	2892803	Tag count	THR24_2159_S01
3'UTR_Exons	20415883	Tag count	THR24_2159_S01
Introns	10481812	Tag count	THR24_2159_S01
TSS_up_1kb	90017	Tag count	THR24_2159_S01
TSS_up_5kb	226793	Tag count	THR24_2159_S01
TSS_up_10kb	374220	Tag count	THR24_2159_S01
TES_down_1kb	202472	Tag count	THR24_2159_S01
TES_down_5kb	553367	Tag count	THR24_2159_S01
TES_down_10kb	721259	Tag count	THR24_2159_S01
CDS_Exons	76245702	Tag count	THR24_2160_S01
5'UTR_Exons	3809533	Tag count	THR24_2160_S01
3'UTR_Exons	23388386	Tag count	THR24_2160_S01
Introns	15290240	Tag count	THR24_2160_S01
TSS_up_1kb	131176	Tag count	THR24_2160_S01
TSS_up_5kb	332255	Tag count	THR24_2160_S01
TSS_up_10kb	527488	Tag count	THR24_2160_S01
TES_down_1kb	285137	Tag count	THR24_2160_S01
TES_down_5kb	799960	Tag count	THR24_2160_S01
TES_down_10kb	1075339	Tag count	THR24_2160_S01
CDS_Exons	82530753	Tag count	THR24_2161_S01
5'UTR_Exons	4347660	Tag count	THR24_2161_S01
3'UTR_Exons	28120208	Tag count	THR24_2161_S01
Introns	22327668	Tag count	THR24_2161_S01
TSS_up_1kb	236320	Tag count	THR24_2161_S01
TSS_up_5kb	644315	Tag count	THR24_2161_S01
TSS_up_10kb	981542	Tag count	THR24_2161_S01
TES_down_1kb	408361	Tag count	THR24_2161_S01
TES_down_5kb	1209254	Tag count	THR24_2161_S01
TES_down_10kb	1682101	Tag count	THR24_2161_S01
CDS_Exons	74919818	Tag count	THR24_2162_S01
5'UTR_Exons	3073592	Tag count	THR24_2162_S01
3'UTR_Exons	28198754	Tag count	THR24_2162_S01
Introns	8435807	Tag count	THR24_2162_S01
TSS_up_1kb	84144	Tag count	THR24_2162_S01
TSS_up_5kb	223806	Tag count	THR24_2162_S01
TSS_up_10kb	380796	Tag count	THR24_2162_S01
TES_down_1kb	271426	Tag count	THR24_2162_S01
TES_down_5kb	701924	Tag count	THR24_2162_S01
TES_down_10kb	911467	Tag count	THR24_2162_S01
CDS_Exons	70967519	Tag count	THR24_2163_S01
5'UTR_Exons	3869653	Tag count	THR24_2163_S01
3'UTR_Exons	21029161	Tag count	THR24_2163_S01
Introns	13722080	Tag count	THR24_2163_S01
TSS_up_1kb	173547	Tag count	THR24_2163_S01
TSS_up_5kb	443520	Tag count	THR24_2163_S01
TSS_up_10kb	672469	Tag count	THR24_2163_S01
TES_down_1kb	297827	Tag count	THR24_2163_S01
TES_down_5kb	841140	Tag count	THR24_2163_S01
TES_down_10kb	1165468	Tag count	THR24_2163_S01
CDS_Exons	21755114	Tag count	THR24_2164_S01
5'UTR_Exons	1448077	Tag count	THR24_2164_S01
3'UTR_Exons	10163497	Tag count	THR24_2164_S01
Introns	7848364	Tag count	THR24_2164_S01
TSS_up_1kb	63971	Tag count	THR24_2164_S01
TSS_up_5kb	193036	Tag count	THR24_2164_S01
TSS_up_10kb	321284	Tag count	THR24_2164_S01
TES_down_1kb	153701	Tag count	THR24_2164_S01
TES_down_5kb	450501	Tag count	THR24_2164_S01
TES_down_10kb	646456	Tag count	THR24_2164_S01
CDS_Exons	52716592	Tag count	THR24_2165_S01
5'UTR_Exons	2656304	Tag count	THR24_2165_S01
3'UTR_Exons	19724819	Tag count	THR24_2165_S01
Introns	13354824	Tag count	THR24_2165_S01
TSS_up_1kb	125307	Tag count	THR24_2165_S01
TSS_up_5kb	347434	Tag count	THR24_2165_S01
TSS_up_10kb	547010	Tag count	THR24_2165_S01
TES_down_1kb	268246	Tag count	THR24_2165_S01
TES_down_5kb	763484	Tag count	THR24_2165_S01
TES_down_10kb	1055937	Tag count	THR24_2165_S01
CDS_Exons	112125922	Tag count	THR24_2166_S01
5'UTR_Exons	5832039	Tag count	THR24_2166_S01
3'UTR_Exons	27310799	Tag count	THR24_2166_S01
Introns	10839436	Tag count	THR24_2166_S01
TSS_up_1kb	263430	Tag count	THR24_2166_S01
TSS_up_5kb	573685	Tag count	THR24_2166_S01
TSS_up_10kb	808856	Tag count	THR24_2166_S01
TES_down_1kb	300355	Tag count	THR24_2166_S01
TES_down_5kb	808122	Tag count	THR24_2166_S01
TES_down_10kb	1079115	Tag count	THR24_2166_S01
CDS_Exons	58434312	Tag count	THR24_2167_S01
5'UTR_Exons	2834611	Tag count	THR24_2167_S01
3'UTR_Exons	18861120	Tag count	THR24_2167_S01
Introns	12174485	Tag count	THR24_2167_S01
TSS_up_1kb	121824	Tag count	THR24_2167_S01
TSS_up_5kb	310129	Tag count	THR24_2167_S01
TSS_up_10kb	495395	Tag count	THR24_2167_S01
TES_down_1kb	222093	Tag count	THR24_2167_S01
TES_down_5kb	615031	Tag count	THR24_2167_S01
TES_down_10kb	802882	Tag count	THR24_2167_S01
CDS_Exons	76182289	Tag count	THR24_2168_S01
5'UTR_Exons	4246863	Tag count	THR24_2168_S01
3'UTR_Exons	24390413	Tag count	THR24_2168_S01
Introns	15454983	Tag count	THR24_2168_S01
TSS_up_1kb	207952	Tag count	THR24_2168_S01
TSS_up_5kb	539108	Tag count	THR24_2168_S01
TSS_up_10kb	835947	Tag count	THR24_2168_S01
TES_down_1kb	336085	Tag count	THR24_2168_S01
TES_down_5kb	964357	Tag count	THR24_2168_S01
TES_down_10kb	1336415	Tag count	THR24_2168_S01
CDS_Exons	56326095	Tag count	THR24_2169_S01
5'UTR_Exons	3015180	Tag count	THR24_2169_S01
3'UTR_Exons	22454616	Tag count	THR24_2169_S01
Introns	15457214	Tag count	THR24_2169_S01
TSS_up_1kb	139844	Tag count	THR24_2169_S01
TSS_up_5kb	352890	Tag count	THR24_2169_S01
TSS_up_10kb	567607	Tag count	THR24_2169_S01
TES_down_1kb	303653	Tag count	THR24_2169_S01
TES_down_5kb	848087	Tag count	THR24_2169_S01
TES_down_10kb	1117522	Tag count	THR24_2169_S01
CDS_Exons	65574459	Tag count	THR24_2170_S01
5'UTR_Exons	3738751	Tag count	THR24_2170_S01
3'UTR_Exons	19962528	Tag count	THR24_2170_S01
Introns	18729319	Tag count	THR24_2170_S01
TSS_up_1kb	136556	Tag count	THR24_2170_S01
TSS_up_5kb	373954	Tag count	THR24_2170_S01
TSS_up_10kb	602219	Tag count	THR24_2170_S01
TES_down_1kb	265917	Tag count	THR24_2170_S01
TES_down_5kb	765141	Tag count	THR24_2170_S01
TES_down_10kb	1059882	Tag count	THR24_2170_S01
CDS_Exons	54770297	Tag count	THR24_2171_S01
5'UTR_Exons	3076526	Tag count	THR24_2171_S01
3'UTR_Exons	14831265	Tag count	THR24_2171_S01
Introns	8009293	Tag count	THR24_2171_S01
TSS_up_1kb	122909	Tag count	THR24_2171_S01
TSS_up_5kb	269157	Tag count	THR24_2171_S01
TSS_up_10kb	406841	Tag count	THR24_2171_S01
TES_down_1kb	195389	Tag count	THR24_2171_S01
TES_down_5kb	543417	Tag count	THR24_2171_S01
TES_down_10kb	723360	Tag count	THR24_2171_S01
CDS_Exons	61411869	Tag count	THR24_2172_S01
5'UTR_Exons	3408840	Tag count	THR24_2172_S01
3'UTR_Exons	19304737	Tag count	THR24_2172_S01
Introns	7139755	Tag count	THR24_2172_S01
TSS_up_1kb	85357	Tag count	THR24_2172_S01
TSS_up_5kb	176135	Tag count	THR24_2172_S01
TSS_up_10kb	297389	Tag count	THR24_2172_S01
TES_down_1kb	176234	Tag count	THR24_2172_S01
TES_down_5kb	457426	Tag count	THR24_2172_S01
TES_down_10kb	593845	Tag count	THR24_2172_S01
CDS_Exons	66885704	Tag count	THR24_2173_S01
5'UTR_Exons	3805508	Tag count	THR24_2173_S01
3'UTR_Exons	20663368	Tag count	THR24_2173_S01
Introns	14351124	Tag count	THR24_2173_S01
TSS_up_1kb	149627	Tag count	THR24_2173_S01
TSS_up_5kb	392578	Tag count	THR24_2173_S01
TSS_up_10kb	623337	Tag count	THR24_2173_S01
TES_down_1kb	283358	Tag count	THR24_2173_S01
TES_down_5kb	806918	Tag count	THR24_2173_S01
TES_down_10kb	1127306	Tag count	THR24_2173_S01
CDS_Exons	101138739	Tag count	THR24_2174_S01
5'UTR_Exons	4868741	Tag count	THR24_2174_S01
3'UTR_Exons	29668629	Tag count	THR24_2174_S01
Introns	14649064	Tag count	THR24_2174_S01
TSS_up_1kb	196514	Tag count	THR24_2174_S01
TSS_up_5kb	453930	Tag count	THR24_2174_S01
TSS_up_10kb	691397	Tag count	THR24_2174_S01
TES_down_1kb	349326	Tag count	THR24_2174_S01
TES_down_5kb	973075	Tag count	THR24_2174_S01
TES_down_10kb	1277418	Tag count	THR24_2174_S01
CDS_Exons	70609170	Tag count	THR24_2175_S01
5'UTR_Exons	3448740	Tag count	THR24_2175_S01
3'UTR_Exons	22499225	Tag count	THR24_2175_S01
Introns	11311726	Tag count	THR24_2175_S01
TSS_up_1kb	112658	Tag count	THR24_2175_S01
TSS_up_5kb	271122	Tag count	THR24_2175_S01
TSS_up_10kb	428876	Tag count	THR24_2175_S01
TES_down_1kb	235869	Tag count	THR24_2175_S01
TES_down_5kb	639476	Tag count	THR24_2175_S01
TES_down_10kb	843046	Tag count	THR24_2175_S01
CDS_Exons	56982230	Tag count	THR24_2176_S01
5'UTR_Exons	3316377	Tag count	THR24_2176_S01
3'UTR_Exons	11026716	Tag count	THR24_2176_S01
Introns	24996012	Tag count	THR24_2176_S01
TSS_up_1kb	200174	Tag count	THR24_2176_S01
TSS_up_5kb	551243	Tag count	THR24_2176_S01
TSS_up_10kb	865736	Tag count	THR24_2176_S01
TES_down_1kb	294602	Tag count	THR24_2176_S01
TES_down_5kb	958944	Tag count	THR24_2176_S01
TES_down_10kb	1376944	Tag count	THR24_2176_S01
CDS_Exons	47856088	Tag count	THR24_2177_S01
5'UTR_Exons	2141082	Tag count	THR24_2177_S01
3'UTR_Exons	18313926	Tag count	THR24_2177_S01
Introns	9110749	Tag count	THR24_2177_S01
TSS_up_1kb	91331	Tag count	THR24_2177_S01
TSS_up_5kb	227839	Tag count	THR24_2177_S01
TSS_up_10kb	337280	Tag count	THR24_2177_S01
TES_down_1kb	251119	Tag count	THR24_2177_S01
TES_down_5kb	529126	Tag count	THR24_2177_S01
TES_down_10kb	643113	Tag count	THR24_2177_S01
CDS_Exons	42755230	Tag count	THR24_2178_S01
5'UTR_Exons	1909518	Tag count	THR24_2178_S01
3'UTR_Exons	21775157	Tag count	THR24_2178_S01
Introns	8836343	Tag count	THR24_2178_S01
TSS_up_1kb	112688	Tag count	THR24_2178_S01
TSS_up_5kb	361640	Tag count	THR24_2178_S01
TSS_up_10kb	506611	Tag count	THR24_2178_S01
TES_down_1kb	314498	Tag count	THR24_2178_S01
TES_down_5kb	689204	Tag count	THR24_2178_S01
TES_down_10kb	874231	Tag count	THR24_2178_S01
CDS_Exons	53348325	Tag count	THR24_2179_S01
5'UTR_Exons	2371070	Tag count	THR24_2179_S01
3'UTR_Exons	20072831	Tag count	THR24_2179_S01
Introns	8024597	Tag count	THR24_2179_S01
TSS_up_1kb	94306	Tag count	THR24_2179_S01
TSS_up_5kb	218185	Tag count	THR24_2179_S01
TSS_up_10kb	321518	Tag count	THR24_2179_S01
TES_down_1kb	248186	Tag count	THR24_2179_S01
TES_down_5kb	548611	Tag count	THR24_2179_S01
TES_down_10kb	668418	Tag count	THR24_2179_S01
CDS_Exons	46841155	Tag count	THR24_2180_S01
5'UTR_Exons	2280571	Tag count	THR24_2180_S01
3'UTR_Exons	20225556	Tag count	THR24_2180_S01
Introns	16048904	Tag count	THR24_2180_S01
TSS_up_1kb	124728	Tag count	THR24_2180_S01
TSS_up_5kb	339419	Tag count	THR24_2180_S01
TSS_up_10kb	545016	Tag count	THR24_2180_S01
TES_down_1kb	374476	Tag count	THR24_2180_S01
TES_down_5kb	818340	Tag count	THR24_2180_S01
TES_down_10kb	1033885	Tag count	THR24_2180_S01
CDS_Exons	47660904	Tag count	THR24_2181_S01
5'UTR_Exons	2250051	Tag count	THR24_2181_S01
3'UTR_Exons	19499780	Tag count	THR24_2181_S01
Introns	12413896	Tag count	THR24_2181_S01
TSS_up_1kb	112987	Tag count	THR24_2181_S01
TSS_up_5kb	307330	Tag count	THR24_2181_S01
TSS_up_10kb	461312	Tag count	THR24_2181_S01
TES_down_1kb	289266	Tag count	THR24_2181_S01
TES_down_5kb	666958	Tag count	THR24_2181_S01
TES_down_10kb	841649	Tag count	THR24_2181_S01
CDS_Exons	52672004	Tag count	THR24_2182_S01
5'UTR_Exons	2489594	Tag count	THR24_2182_S01
3'UTR_Exons	22999076	Tag count	THR24_2182_S01
Introns	14727489	Tag count	THR24_2182_S01
TSS_up_1kb	129269	Tag count	THR24_2182_S01
TSS_up_5kb	349232	Tag count	THR24_2182_S01
TSS_up_10kb	525763	Tag count	THR24_2182_S01
TES_down_1kb	355960	Tag count	THR24_2182_S01
TES_down_5kb	784982	Tag count	THR24_2182_S01
TES_down_10kb	973944	Tag count	THR24_2182_S01
CDS_Exons	121784423	Tag count	THR25_0635_S01
5'UTR_Exons	7248962	Tag count	THR25_0635_S01
3'UTR_Exons	54178118	Tag count	THR25_0635_S01
Introns	15767780	Tag count	THR25_0635_S01
TSS_up_1kb	323163	Tag count	THR25_0635_S01
TSS_up_5kb	714873	Tag count	THR25_0635_S01
TSS_up_10kb	1041733	Tag count	THR25_0635_S01
TES_down_1kb	480297	Tag count	THR25_0635_S01
TES_down_5kb	1246559	Tag count	THR25_0635_S01
TES_down_10kb	1640656	Tag count	THR25_0635_S01
CDS_Exons	1793740	Tag count	THR25_0636_S01
5'UTR_Exons	661663	Tag count	THR25_0636_S01
3'UTR_Exons	1438443	Tag count	THR25_0636_S01
Introns	43873703	Tag count	THR25_0636_S01
TSS_up_1kb	518127	Tag count	THR25_0636_S01
TSS_up_5kb	2158735	Tag count	THR25_0636_S01
TSS_up_10kb	4138244	Tag count	THR25_0636_S01
TES_down_1kb	556239	Tag count	THR25_0636_S01
TES_down_5kb	2594492	Tag count	THR25_0636_S01
TES_down_10kb	4838461	Tag count	THR25_0636_S01
CDS_Exons	49764401	Tag count	THR25_0637_S01
5'UTR_Exons	2873194	Tag count	THR25_0637_S01
3'UTR_Exons	35955067	Tag count	THR25_0637_S01
Introns	37898884	Tag count	THR25_0637_S01
TSS_up_1kb	365806	Tag count	THR25_0637_S01
TSS_up_5kb	1438884	Tag count	THR25_0637_S01
TSS_up_10kb	2577494	Tag count	THR25_0637_S01
TES_down_1kb	611182	Tag count	THR25_0637_S01
TES_down_5kb	2104836	Tag count	THR25_0637_S01
TES_down_10kb	3341558	Tag count	THR25_0637_S01
CDS_Exons	55283717	Tag count	THR25_0638_S01
5'UTR_Exons	2671052	Tag count	THR25_0638_S01
3'UTR_Exons	41013365	Tag count	THR25_0638_S01
Introns	8667142	Tag count	THR25_0638_S01
TSS_up_1kb	95201	Tag count	THR25_0638_S01
TSS_up_5kb	263242	Tag count	THR25_0638_S01
TSS_up_10kb	430979	Tag count	THR25_0638_S01
TES_down_1kb	375912	Tag count	THR25_0638_S01
TES_down_5kb	942602	Tag count	THR25_0638_S01
TES_down_10kb	1182960	Tag count	THR25_0638_S01
CDS_Exons	161347654	Tag count	THR25_0639_S01
5'UTR_Exons	9690948	Tag count	THR25_0639_S01
3'UTR_Exons	71192575	Tag count	THR25_0639_S01
Introns	31217149	Tag count	THR25_0639_S01
TSS_up_1kb	431921	Tag count	THR25_0639_S01
TSS_up_5kb	935114	Tag count	THR25_0639_S01
TSS_up_10kb	1367352	Tag count	THR25_0639_S01
TES_down_1kb	754239	Tag count	THR25_0639_S01
TES_down_5kb	2015142	Tag count	THR25_0639_S01
TES_down_10kb	2602282	Tag count	THR25_0639_S01
CDS_Exons	109235790	Tag count	THR25_0640_S01
5'UTR_Exons	5921914	Tag count	THR25_0640_S01
3'UTR_Exons	62898883	Tag count	THR25_0640_S01
Introns	17811008	Tag count	THR25_0640_S01
TSS_up_1kb	304107	Tag count	THR25_0640_S01
TSS_up_5kb	765651	Tag count	THR25_0640_S01
TSS_up_10kb	1151472	Tag count	THR25_0640_S01
TES_down_1kb	619899	Tag count	THR25_0640_S01
TES_down_5kb	1680329	Tag count	THR25_0640_S01
TES_down_10kb	2143457	Tag count	THR25_0640_S01
CDS_Exons	97988313	Tag count	THR25_0641_S01
5'UTR_Exons	5411408	Tag count	THR25_0641_S01
3'UTR_Exons	61922872	Tag count	THR25_0641_S01
Introns	22364772	Tag count	THR25_0641_S01
TSS_up_1kb	291731	Tag count	THR25_0641_S01
TSS_up_5kb	799604	Tag count	THR25_0641_S01
TSS_up_10kb	1226778	Tag count	THR25_0641_S01
TES_down_1kb	633748	Tag count	THR25_0641_S01
TES_down_5kb	1717118	Tag count	THR25_0641_S01
TES_down_10kb	2262643	Tag count	THR25_0641_S01
CDS_Exons	5486072	Tag count	THR25_0642_S01
5'UTR_Exons	332441	Tag count	THR25_0642_S01
3'UTR_Exons	5756419	Tag count	THR25_0642_S01
Introns	7074364	Tag count	THR25_0642_S01
TSS_up_1kb	78732	Tag count	THR25_0642_S01
TSS_up_5kb	355521	Tag count	THR25_0642_S01
TSS_up_10kb	647262	Tag count	THR25_0642_S01
TES_down_1kb	117917	Tag count	THR25_0642_S01
TES_down_5kb	419350	Tag count	THR25_0642_S01
TES_down_10kb	697177	Tag count	THR25_0642_S01
CDS_Exons	133845729	Tag count	THR25_0643_S01
5'UTR_Exons	7994537	Tag count	THR25_0643_S01
3'UTR_Exons	57014918	Tag count	THR25_0643_S01
Introns	24054484	Tag count	THR25_0643_S01
TSS_up_1kb	329801	Tag count	THR25_0643_S01
TSS_up_5kb	745244	Tag count	THR25_0643_S01
TSS_up_10kb	1074154	Tag count	THR25_0643_S01
TES_down_1kb	618821	Tag count	THR25_0643_S01
TES_down_5kb	1682056	Tag count	THR25_0643_S01
TES_down_10kb	2174204	Tag count	THR25_0643_S01
CDS_Exons	26139522	Tag count	THR25_0644_S01
5'UTR_Exons	1465081	Tag count	THR25_0644_S01
3'UTR_Exons	33050004	Tag count	THR25_0644_S01
Introns	10319034	Tag count	THR25_0644_S01
TSS_up_1kb	129785	Tag count	THR25_0644_S01
TSS_up_5kb	468496	Tag count	THR25_0644_S01
TSS_up_10kb	839502	Tag count	THR25_0644_S01
TES_down_1kb	314562	Tag count	THR25_0644_S01
TES_down_5kb	885502	Tag count	THR25_0644_S01
TES_down_10kb	1271429	Tag count	THR25_0644_S01
CDS_Exons	72988569	Tag count	THR28_0686_S01
5'UTR_Exons	3573012	Tag count	THR28_0686_S01
3'UTR_Exons	37963537	Tag count	THR28_0686_S01
Introns	10865096	Tag count	THR28_0686_S01
TSS_up_1kb	134423	Tag count	THR28_0686_S01
TSS_up_5kb	385492	Tag count	THR28_0686_S01
TSS_up_10kb	631930	Tag count	THR28_0686_S01
TES_down_1kb	356639	Tag count	THR28_0686_S01
TES_down_5kb	939787	Tag count	THR28_0686_S01
TES_down_10kb	1249877	Tag count	THR28_0686_S01
CDS_Exons	58943346	Tag count	THR28_0687_S01
5'UTR_Exons	3470404	Tag count	THR28_0687_S01
3'UTR_Exons	39371304	Tag count	THR28_0687_S01
Introns	13713031	Tag count	THR28_0687_S01
TSS_up_1kb	150218	Tag count	THR28_0687_S01
TSS_up_5kb	438795	Tag count	THR28_0687_S01
TSS_up_10kb	702614	Tag count	THR28_0687_S01
TES_down_1kb	433044	Tag count	THR28_0687_S01
TES_down_5kb	1207910	Tag count	THR28_0687_S01
TES_down_10kb	1561003	Tag count	THR28_0687_S01
CDS_Exons	101327354	Tag count	THR28_0688_S01
